pl_name,hostname,sy_pnum,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,st_spectype,st_teff
HD 93351 b,HD 93351,2,0,2.45946000,0.035000,1.690,0.151,3.49611,0.01100,Msini,3.980000,,5408.00
HD 93351 c,HD 93351,2,0,14010.29410000,11.154000,12.300,1.100,4154.01728,13.07000,Mass,12.300000,,5408.00
HD 93385 b,HD 93385,3,0,7.34260000,0.075600,1.880,0.168,4.20000,0.01321,Msini,3.470000,G2/G3 V,5977.00
HD 93385 c,HD 93385,3,0,13.18000000,0.112000,2.560,0.229,7.10000,0.02234,Msini,2.330000,G2/G3 V,5977.00
HD 93385 d,HD 93385,3,0,45.85000000,0.256500,2.890,0.258,8.70000,0.02737,Msini,1.980000,G2/G3 V,5977.00
HD 93963 A b,HD 93963 A,2,0,1.03913530,0.020850,1.350,0.120,7.80000,0.02454,Mass,17.400000,G0 V,5987.00
HD 93963 A c,HD 93963 A,2,0,3.64513980,0.048130,3.228,0.288,19.20000,0.06041,Mass,3.140000,G0 V,5987.00
HD 9446 b,HD 9446,2,0,30.05200000,0.189000,14.000,1.250,222.47200,0.70000,Msini,0.446000,G5 V,5793.00
HD 9446 c,HD 9446,2,0,192.90000000,0.654000,13.400,1.200,578.42600,1.82000,Msini,1.320000,G5 V,5793.00
HD 94771 b,HD 94771,1,0,2164.00000000,3.480000,14.200,1.270,169.00000,0.53000,Msini,0.324000,G3/G5 V,5631.00
HD 94834 b,HD 94834,1,0,1576.00000000,2.740000,13.700,1.220,400.46580,1.26000,Msini,0.856000,K0,4798.00
HD 95089 b,HD 95089,2,0,464.40000000,1.360000,13.700,1.220,400.46580,1.26000,Msini,0.856000,G8/K0 IV,4918.00
HD 95089 c,HD 95089,2,0,1785.00000000,3.330000,13.100,1.170,1096.51350,3.45000,Msini,2.680000,G8/K0 IV,4918.00
HD 95127 b,HD 95127,1,0,482.00000000,1.280000,12.400,1.110,3378.53290,10.63000,Msini,9.740000,K0,4218.00
HD 95338 b,HD 95338,1,0,55.08700000,0.262000,3.890,0.347,42.44000,0.13353,Mass,3.980000,K0.5 V,5212.00
HD 95544 b,HD 95544,1,0,2041.54152000,3.166000,12.800,1.140,1913.64484,6.02100,Mass,5.010000,G0,5722.00
HD 95735 c,GJ 411,2,0,2946.00000000,2.940000,3.760,0.335,13.60000,0.04279,Msini,1.410000,M1.5 V,3719.00
HD 95872 b,HD 95872,1,0,4375.00000000,5.150000,13.000,1.160,1188.68420,3.74000,Msini,2.970000,K0 V,5312.00
HD 96063 b,HD 96063,1,0,362.50000000,1.110000,13.700,1.220,403.64410,1.27000,Msini,0.863000,G6 V,5020.00
HD 96127 b,HD 96127,1,0,647.29999000,1.420000,12.100,1.080,6661.71680,20.96000,Msini,20.700000,K2 III,3943.00
HD 96167 b,HD 96167,1,0,498.04000000,1.332000,14.000,1.250,227.88411,0.71700,Msini,0.456000,G5,5733.00
HD 96700 b,HD 96700,3,0,8.12450000,0.077700,2.930,0.261,8.90000,0.02800,Msini,1.940000,G0 V,5845.00
HD 96700 c,HD 96700,3,0,19.88000000,0.141000,1.690,0.151,3.50000,0.01101,Msini,3.980000,G0 V,5845.00
HD 96700 d,HD 96700,3,0,103.50000000,0.424000,3.610,0.322,12.70000,0.03996,Msini,1.480000,G0 V,5845.00
HD 96992 b,HD 96992,1,0,514.00000000,1.240000,13.700,1.220,362.32620,1.14000,Msini,0.774000,K0,4725.00
HD 97037 b,HD 97037,1,0,6449.08337000,6.925000,12.100,1.080,6707.76853,21.10500,Mass,20.800000,,5874.10
HD 97658 b,HD 97658,1,0,9.48971160,0.080500,2.120,0.189,8.30000,0.02611,Mass,4.800000,K1 V,5212.00
HD 98219 b,HD 98219,1,0,433.80000000,1.260000,13.400,1.200,624.21812,1.96400,Msini,1.430000,K0 III/IV,4925.00
HD 98649 b,HD 98649,1,0,5697.30430000,6.297000,12.600,1.120,2665.30902,8.38600,Mass,7.320000,G3/G5 V,5759.00
HD 98736 b,HD 98736,1,0,968.80000000,1.864000,13.300,1.190,740.54390,2.33000,Msini,1.730000,G5,5271.00
HD 99109 b,HD 99109,1,0,439.29999000,1.110000,14.300,1.280,139.84520,0.44000,Msini,0.263000,G8/K0 IV,5282.00
HD 99283 b,HD 99283,1,0,310.40000000,1.080000,13.800,1.230,308.29355,0.97000,Msini,0.645000,K0 III,4886.00
HD 99492 b,HD 99492,2,0,17.05030000,0.120000,5.440,0.486,25.50000,0.08023,Msini,0.870000,K2 V,4929.00
HD 99706 b,HD 99706,2,0,841.00000000,1.980000,13.700,1.220,390.93090,1.23000,Msini,0.835000,K0,4862.00
HIP 105854 b,HIP 105854,1,0,184.20000000,0.810000,12.600,1.120,2606.10000,8.20000,Msini,7.160000,K2 III,4780.00
HIP 107772 b,HIP 107772,1,0,55.19900000,0.243000,3.640,0.325,12.90000,0.04059,Msini,1.470000,M0 V,4006.00
HIP 107773 b,HIP 107773,1,0,144.30000000,0.720000,13.400,1.190,629.30340,1.98000,Msini,1.440000,K1 III,4945.00
HIP 109384 b,HIP 109384,1,0,499.48000000,1.134000,13.500,1.210,495.81480,1.56000,Msini,1.110000,G5,5180.00
HIP 109600 b,HIP 109600,1,0,232.08000000,0.706000,13.200,1.180,851.78440,2.68000,Msini,2.040000,G5,5530.00
HIP 113103 b,HIP 113103,2,0,7.61030300,0.068990,1.829,0.163,4.00000,0.01260,M-R relationship,3.590000,,4930.00
HIP 113103 c,HIP 113103,2,0,14.24564800,0.104790,2.400,0.214,6.35000,0.02000,M-R relationship,2.520000,,4930.00
HIP 114933 b,HIP 114933,1,0,1481.60000000,2.840000,13.400,1.200,616.58711,1.94000,Msini,1.410000,K0 III,4823.00
HIP 116454 b,HIP 116454,1,0,9.09490000,0.077650,2.530,0.226,10.10000,0.03178,Mass,3.410000,K1,5089.00
HIP 12961 b,HIP 12961,1,0,57.43500000,0.250000,13.200,1.180,114.41880,0.36000,Msini,0.273000,M0,3901.00
HIP 14810 b,HIP 14810,3,0,6.67389200,0.069600,13.000,1.160,1239.53700,3.90000,Msini,3.100000,G5,5544.00
HIP 14810 c,HIP 14810,3,0,147.74700000,0.549000,13.600,1.220,416.35730,1.31000,Msini,0.910000,G5,5544.00
HIP 14810 d,HIP 14810,3,0,981.80000000,1.940000,14.100,1.260,187.51970,0.59000,Msini,0.368000,G5,5544.00
HIP 19976 b,HIP 19976,1,0,50.65905000,0.234000,4.940,0.441,21.61233,0.06800,Msini,0.985000,,4316.00
HIP 21152 b,HIP 21152,1,0,22000.00000000,17.000000,12.000,1.070,7627.88177,24.00000,Mass,24.300000,F5 V,6655.00
HIP 29442 b,HIP 29442,3,0,13.63083000,0.107000,3.480,0.310,9.60000,0.03020,Mass,1.300000,,5289.00
HIP 29442 c,HIP 29442,3,0,3.53796000,0.043600,1.580,0.141,4.50000,0.01416,Mass,6.300000,,5289.00
HIP 29442 d,HIP 29442,3,0,6.42975000,0.064900,1.370,0.122,5.10000,0.01605,Mass,11.000000,,5289.00
HIP 34222 b,HIP 34222,1,0,159.98600000,0.492000,13.900,1.240,263.79758,0.83000,Msini,0.540000,K7 V,4050.00
HIP 35173 b,HIP 35173,1,0,41.51600000,0.217000,3.610,0.322,12.70000,0.03996,Msini,1.480000,K2 V,4881.00
HIP 35965 b,HIP 35965,1,0,26125.56497000,15.898000,12.600,1.120,2589.98369,8.14900,Mass,7.110000,,4836.00
HIP 38594 b,HIP 38594,2,0,60.72200000,0.256000,2.770,0.247,8.10000,0.02549,Msini,2.090000,M0,4086.30
HIP 38594 c,HIP 38594,2,0,3477.76800000,3.805000,7.940,0.708,48.40000,0.15228,Msini,0.531000,M0,4086.30
HIP 39017 b,HIP 39017,1,0,31000.00000000,22.100000,12.000,1.070,7500.75041,23.60000,Mass,23.900000,A9/F0,7201.00
HIP 4845 b,HIP 4845,1,0,34.15000000,0.176000,3.890,0.347,14.40000,0.04531,Msini,1.340000,K7V,4010.00
HIP 48714 b,HIP 48714,1,0,17.81800000,0.112000,5.110,0.456,22.90000,0.07205,Msini,0.943000,M0.5 Ve,4015.50
HIP 5158 b,HIP 5158,2,0,345.72000000,0.890000,13.600,1.210,451.00000,1.42000,Msini,0.985000,,4962.00
HIP 5158 c,HIP 5158,2,0,9017.76000000,7.700000,12.200,1.090,4780.16320,15.04000,Msini,14.500000,,4813.00
HIP 54373 b,HIP 54373,2,0,7.76000000,0.063000,2.870,0.256,8.62000,0.02712,Msini,2.000000,K5 V,4021.00
HIP 54373 c,HIP 54373,2,0,15.14400000,0.099000,3.570,0.318,12.44000,0.03914,Msini,1.500000,K5 V,4021.00
HIP 54597 b,HIP 54597,1,0,3274.00000000,4.000000,13.300,1.180,762.78818,2.40000,Mass,1.780000,K5 V,4799.00
HIP 55507 b,HIP 55507,1,0,5138.43727000,5.062000,12.600,1.120,2585.53409,8.13500,Mass,7.100000,M0,4171.00
HIP 56640 b,HIP 56640,1,0,2675.57603000,4.550000,12.700,1.130,2151.69832,6.77000,Mass,5.770000,K1 III,4769.00
HIP 57274 b,HIP 57274,3,0,8.13520000,0.070000,2.400,0.214,6.35660,0.02000,Msini,2.530000,K4 V,4510.00
HIP 57274 c,HIP 57274,3,0,32.03000000,0.178000,14.200,1.270,130.00000,0.40902,Msini,0.249000,K4 V,4640.00
HIP 57274 d,HIP 57274,3,0,431.70000000,1.010000,14.200,1.270,167.40000,0.52670,Msini,0.321000,K4 V,4640.00
HIP 5763 b,HIP 5763,1,0,30.01400000,0.170000,14.200,1.270,162.09249,0.51000,Msini,0.311000,K6 V,4352.00
HIP 63242 b,HIP 63242,1,0,124.60000000,0.565000,12.500,1.120,2917.56000,9.18000,Msini,8.210000,G8,4830.00
HIP 65 A b,HIP 65 A,1,0,0.98097340,0.017820,22.754,2.030,1021.18779,3.21300,Mass,0.480000,K4 V,4590.00
HIP 65407 b,HIP 65407,2,0,28.12500000,0.177000,14.300,1.280,136.03124,0.42800,Msini,0.256000,K0,5460.00
HIP 65407 c,HIP 65407,2,0,67.30000000,0.316000,13.900,1.240,249.17872,0.78400,Msini,0.510000,K0,5460.00
HIP 65891 b,HIP 65891,1,0,1079.55726000,2.794000,12.800,1.140,1871.37366,5.88800,Mass,4.900000,K0 III,5000.00
HIP 66074 b,HIP 66074,1,0,310.90000000,0.799000,12.900,1.150,1589.14204,5.00000,Mass,4.070000,,4300.00
HIP 67537 b,HIP 67537,1,0,2523.64713000,4.807000,12.300,1.100,4309.11754,13.55800,Mass,12.700000,K1 III,4985.00
HIP 67851 b,HIP 67851,2,0,88.87622000,0.482000,13.500,1.210,498.35494,1.56800,Msini,1.110000,K0 III,4890.00
HIP 67851 c,HIP 67851,2,0,3923.66090000,6.032000,12.700,1.130,2204.77566,6.93700,Mass,5.910000,K0 III,4890.00
HIP 70849 b,HIP 70849,1,0,3649.00000000,3.990000,12.900,1.150,1430.22783,4.50000,Mass,3.660000,K7 V,4105.00
HIP 71135 b,HIP 71135,1,0,87.19000000,0.335000,4.550,0.406,18.80000,0.05915,Msini,1.100000,M1,4146.00
HIP 74890 b,HIP 74890,1,0,822.30000000,2.100000,13.300,1.180,762.79200,2.40000,Msini,1.780000,K1 III,4850.00
HIP 75092 b,HIP 75092,1,0,926.40000000,2.020000,13.500,1.200,568.91285,1.79000,Msini,1.270000,K0 III,4891.00
HIP 79431 b,HIP 79431,1,0,111.70000000,0.360000,13.400,1.190,667.41500,2.10000,Msini,1.520000,M3 V,3191.00
HIP 81208 C b,HIP 81208 C,1,0,104100.00000000,23.040000,12.300,1.090,4703.86042,14.80000,Mass,13.900000,M,
HIP 8541 b,HIP 8541,2,0,1852.14387000,3.729000,12.600,1.130,2451.72833,7.71400,Mass,6.730000,K2 III/ IV,4670.00
HIP 86221 b,HIP 86221,1,0,2.22400000,0.031000,14.000,1.250,225.65817,0.71000,Msini,0.452000,K5 V,
HIP 90988 b,HIP 90988,1,0,455.73816000,1.360000,13.400,1.190,668.07531,2.10200,Msini,1.530000,K1 III,4883.00
HIP 91258 b,HIP 91258,1,0,5.05050000,0.060000,13.700,1.230,346.43470,1.09000,Msini,0.740000,G5 V,5519.00
HIP 948 b,HIP 948,1,0,24955.45756000,15.037000,12.100,1.080,6547.26518,20.60000,Mass,20.300000,,4497.00
HIP 9618 b,HIP 9618,2,0,20.77290700,0.143800,3.900,0.348,10.00000,0.03146,Mass,0.926000,,5609.00
HIP 97166 b,HIP 97166,2,0,10.28891000,0.089000,2.740,0.244,20.00000,0.06293,Mass,5.300000,K0 V,5198.00
HIP 97166 c,HIP 97166,2,0,16.84000000,0.124000,3.120,0.278,9.90000,0.03115,Msini,1.790000,K0 V,5198.00
HIP 97233 b,HIP 97233,1,0,1062.26506000,2.491000,12.100,1.080,6098.17365,19.18700,Mass,18.900000,K0/1 III,5020.00
HIP 99770 b,HIP 99770,1,0,18600.00000000,16.900000,12.200,1.090,5117.03735,16.10000,Mass,15.500000,A5-A6,8000.00
HN Lib b,HN Lib,1,0,36.11600000,0.141700,2.200,0.196,5.46000,0.01718,Msini,2.820000,M4.0 V,3347.00
HR 5183 b,HR 5183,1,0,27000.00000000,18.000000,13.100,1.170,1052.01203,3.31000,Mass,2.570000,G0 V,5794.00
HR 810 b,HR 810,1,0,302.79999000,0.920000,13.300,1.190,721.47410,2.27000,Msini,1.690000,G0V,6167.00
HR 858 b,HR 858,3,0,3.58599000,0.048000,2.085,0.186,5.00000,0.01570,M-R relationship,3.030000,F6 V,6201.00
HR 858 c,HR 858,3,0,5.97293000,0.067400,1.939,0.173,4.42000,0.01390,M-R relationship,3.330000,F6 V,6201.00
HR 858 d,HR 858,3,0,11.23000000,0.102700,2.164,0.193,5.32000,0.01680,M-R relationship,2.880000,F6 V,6201.00
HR 8799 b,HR 8799,4,0,170000.00000000,68.000000,13.000,1.200,2000.00000,7.00000,Mass,5.000000,A5 V,7204.58
HR 8799 c,HR 8799,4,0,69000.00000000,38.000000,13.000,1.200,3000.00000,10.00000,Mass,7.500000,A5 V,7204.58
HR 8799 d,HR 8799,4,0,37000.00000000,24.000000,13.000,1.200,3000.00000,10.00000,Mass,7.500000,A5 V,7204.58
HR 8799 e,HR 8799,4,0,20815.60000000,16.400000,13.115,1.170,3178.30000,10.00000,Mass,7.740000,A5,7400.00
HS Psc b,HS Psc,1,0,3.98600000,0.043500,13.600,1.210,464.02947,1.46000,Msini,1.010000,K7 V,4203.00
IC 4651 9122 b,IC 4651 9122,1,0,734.00000000,2.038000,12.700,1.140,2002.32900,6.30000,Msini,5.370000,,4740.10
K2-10 b,K2-10,1,0,19.30440000,0.137000,3.840,0.343,27.00000,0.08495,Mass,2.600000,F9,5620.00
K2-100 b,K2-100,1,0,1.67390350,0.030100,3.880,0.346,21.80000,0.06859,Mass,2.040000,G0 V,5945.00
K2-101 b,K2-101,1,0,14.67624290,0.112400,2.000,0.178,4.66000,0.01470,M-R relationship,3.200000,K3,4927.00
K2-104 b,K2-104,1,0,1.97419540,0.024200,1.790,0.160,3.86000,0.01210,M-R relationship,3.700000,M2.5e,3712.00
K2-105 b,K2-105,1,0,8.26699280,0.083300,3.590,0.320,30.00000,0.09439,Mass,3.560000,K1,5636.00
K2-107 b,K2-107,1,0,3.31395900,0.047500,15.980,1.426,266.97720,0.84000,Mass,0.350000,F9 IV,6061.00
K2-108 b,K2-108,1,0,4.73399900,0.058100,5.330,0.476,59.40000,0.18689,Mass,2.220000,,5599.00
K2-11 b,K2-11,1,0,39.93767000,0.225700,7.550,0.674,44.40000,0.14000,M-R relationship,0.567000,G8,5433.00
K2-110 b,K2-110,1,0,13.86375000,0.102070,2.592,0.231,15.90000,0.05003,Mass,5.020000,K3 V,5010.00
K2-111 b,K2-111,2,0,5.35180000,0.056500,1.820,0.162,5.58000,0.01756,Mass,5.000000,G2,5775.00
K2-111 c,K2-111,2,0,15.68050000,0.115690,3.330,0.297,11.08000,0.03486,Msini,1.650000,G2,5775.00
K2-113 b,K2-113,1,0,5.81768500,0.064200,12.140,1.083,410.00070,1.29000,Mass,1.970000,G,5660.00
K2-114 b,K2-114,1,0,11.39093110,0.094300,10.447,0.932,638.83510,2.01000,Mass,3.080000,,4920.00
K2-115 b,K2-115,1,0,20.27261500,0.143000,12.060,1.076,266.97720,0.84000,Mass,0.820000,G4,5657.00
K2-116 b,K2-116,1,0,4.65541100,0.048000,0.690,0.062,0.25700,0.00081,M-R relationship,4.300000,,4348.35
K2-117 b,K2-117,2,0,1.29160000,0.018900,2.030,0.181,4.78000,0.01500,M-R relationship,3.140000,M1.0 V,3778.00
K2-117 c,K2-117,2,0,5.44401700,0.049200,2.060,0.184,4.90000,0.01540,M-R relationship,3.080000,M1.0 V,3778.00
K2-118 b,K2-118,1,0,50.92092000,0.245000,2.540,0.227,6.99000,0.02200,M-R relationship,2.340000,,4726.29
K2-119 b,K2-119,1,0,7.72728300,0.069800,2.530,0.226,6.94000,0.02180,M-R relationship,2.350000,,4740.00
K2-12 b,K2-12,1,0,8.28246000,0.079200,2.440,0.218,5.20000,0.01636,Mass,1.600000,F9,5672.00
K2-120 b,K2-120,1,0,9.56274200,0.078000,2.010,0.179,4.70000,0.01480,M-R relationship,3.180000,,4349.90
K2-121 b,K2-121,1,0,5.18575390,0.062900,7.520,0.671,44.10000,0.13900,M-R relationship,0.570000,,4690.00
K2-122 b,K2-122,1,0,2.21930230,0.037300,1.160,0.103,1.65000,0.00521,M-R relationship,5.810000,M0,4009.00
K2-123 b,K2-123,1,0,30.95152400,0.164900,2.760,0.246,8.05000,0.02530,M-R relationship,2.100000,,4035.00
K2-124 b,K2-124,1,0,6.41365100,0.049000,2.900,0.259,8.75000,0.02750,M-R relationship,1.970000,,3570.00
K2-125 b,K2-125,1,0,21.75026400,0.121000,2.180,0.194,5.39000,0.01700,M-R relationship,2.860000,,3654.47
K2-126 b,K2-126,1,0,7.38565500,0.065600,1.970,0.176,4.54000,0.01430,M-R relationship,3.260000,,4339.00
K2-127 b,K2-127,1,0,3.58816300,0.041100,8.370,0.747,52.90000,0.16700,M-R relationship,0.496000,,4575.00
K2-128 b,K2-128,1,0,5.67581900,0.056000,1.420,0.127,2.60000,0.00819,M-R relationship,4.990000,,4469.51
K2-129 b,K2-129,1,0,8.23949300,0.057000,1.040,0.093,1.12000,0.00352,M-R relationship,5.470000,,3459.09
K2-13 b,K2-13,1,0,39.91488000,0.211400,1.890,0.169,4.23000,0.01330,M-R relationship,3.440000,G3,5698.00
K2-130 b,K2-130,1,0,2.49412000,0.032000,1.250,0.112,2.10000,0.00660,M-R relationship,5.910000,,4356.47
K2-131 b,K2-131,1,0,0.36930380,0.009360,1.690,0.151,7.90000,0.02486,Mass,8.800000,,5120.00
K2-132 b,K2-132,1,0,9.17510000,0.091600,14.572,1.300,155.73670,0.49000,Mass,0.277000,,4840.00
K2-133 b,K2-133,4,0,3.07133000,0.031940,1.340,0.120,2.36000,0.00742,M-R relationship,5.390000,M1.5 V,3655.00
K2-133 c,K2-133,4,0,4.86784000,0.043410,1.603,0.143,3.20000,0.01010,M-R relationship,4.270000,M1.5 V,3655.00
K2-133 d,K2-133,4,0,11.02454000,0.074870,2.003,0.179,4.67000,0.01470,M-R relationship,3.190000,M1.5 V,3655.00
K2-133 e,K2-133,4,0,26.58410000,0.134600,1.730,0.154,3.64000,0.01150,M-R relationship,3.860000,M1.5 V,3655.00
K2-136 b,K2-136,3,0,7.97520000,0.070700,1.014,0.090,4.30000,0.01353,Mass,24.000000,K5.5,4500.00
K2-136 c,K2-136,3,0,17.30713000,0.118500,3.000,0.268,18.10000,0.05695,Mass,3.690000,K5.5,4500.00
K2-136 d,K2-136,3,0,25.57500000,0.153800,1.565,0.140,3.00000,0.00944,Mass,4.300000,K5.5,4500.00
K2-138 b,K2-138,6,0,2.35309000,0.033850,1.510,0.135,3.10000,0.00975,Mass,4.900000,G8 V,5356.30
K2-138 c,K2-138,6,0,3.56004000,0.044610,2.299,0.205,6.31000,0.01985,Mass,2.800000,G8 V,5356.30
K2-138 d,K2-138,6,0,5.40479000,0.058930,2.390,0.213,7.92000,0.02492,Mass,3.100000,G8 V,5356.30
K2-138 e,K2-138,6,0,8.26146000,0.078200,3.390,0.302,12.97000,0.04081,Mass,1.800000,G8 V,5356.30
K2-138 f,K2-138,6,0,12.75758000,0.104470,2.904,0.259,1.63000,0.00513,Mass,0.400000,G8 V,5356.30
K2-138 g,K2-138,6,0,41.96797000,0.231090,3.013,0.269,4.32000,0.01359,Mass,0.900000,G8 V,5356.30
K2-139 b,K2-139,1,0,28.38061900,0.179600,9.110,0.813,123.00021,0.38700,Mass,0.910000,K0 V,5370.00
K2-14 b,K2-14,1,0,8.36802000,0.062700,4.810,0.429,20.70000,0.06500,M-R relationship,1.020000,M0,3789.00
K2-140 b,K2-140,1,0,6.56918800,0.068000,13.563,1.210,295.58042,0.93000,Mass,0.660000,G6 V,5585.00
K2-141 b,K2-141,2,0,0.28032440,0.007470,1.510,0.135,4.97000,0.01564,Mass,7.930000,K7 V,4570.00
K2-141 c,K2-141,2,0,7.74850000,0.068300,7.000,0.624,8.00000,0.02517,Mass,0.081000,K7 V,4570.00
K2-146 b,K2-146,2,0,2.64460000,0.024800,2.050,0.183,5.77000,0.01816,Mass,3.690000,M3.0 V,3385.00
K2-146 c,K2-146,2,0,4.00498000,0.032700,2.190,0.195,7.49000,0.02358,Mass,3.920000,M3.0 V,3385.00
K2-147 b,K2-147,1,0,0.96191800,0.015900,0.730,0.065,0.31500,0.00099,M-R relationship,4.450000,,3775.00
K2-148 b,K2-148,3,0,4.38395000,0.045400,1.330,0.119,2.33000,0.00733,M-R relationship,5.440000,,4079.00
K2-148 c,K2-148,3,0,6.92260000,0.061600,1.730,0.154,3.64000,0.01150,M-R relationship,3.860000,,4079.00
K2-148 d,K2-148,3,0,9.75790000,0.077400,1.640,0.146,3.33000,0.01050,M-R relationship,4.150000,,4079.00
K2-149 b,K2-149,1,0,11.33200000,0.083000,1.640,0.146,3.33000,0.01050,M-R relationship,4.150000,M1.0 V,3745.00
K2-15 b,K2-15,1,0,11.81040000,0.091000,2.480,0.221,6.71000,0.02110,M-R relationship,2.420000,G8,5131.00
K2-150 b,K2-150,1,0,10.59357000,0.072700,2.000,0.178,4.66000,0.01470,M-R relationship,3.200000,M2.5 V,3499.00
K2-151 b,K2-151,1,0,3.83547600,0.037300,1.490,0.133,2.83000,0.00889,M-R relationship,4.700000,M1.5 V,3695.00
K2-152 b,K2-152,1,0,32.64790000,0.171600,2.290,0.204,5.86000,0.01840,M-R relationship,2.680000,M0.0 V,4044.00
K2-153 b,K2-153,1,0,7.51574000,0.061400,2.000,0.178,4.66000,0.01470,M-R relationship,3.200000,M3.0 V,3845.00
K2-154 b,K2-154,2,0,3.67626000,0.040500,1.990,0.178,4.62000,0.01450,M-R relationship,3.220000,M0.0 V,4097.00
K2-154 c,K2-154,2,0,7.95486000,0.067700,2.070,0.185,4.94000,0.01550,M-R relationship,3.060000,M0.0 V,4097.00
K2-155 b,K2-155,3,0,6.34200000,0.056200,1.800,0.161,3.89000,0.01230,M-R relationship,3.670000,K7,4258.00
K2-155 c,K2-155,3,0,13.85000000,0.094600,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,K7,4258.00
K2-155 d,K2-155,3,0,40.71800000,0.193700,1.900,0.170,4.27000,0.01340,M-R relationship,3.420000,K7,4258.00
K2-156 b,K2-156,1,0,0.81314300,0.014900,1.100,0.098,1.37000,0.00430,M-R relationship,5.660000,,4460.00
K2-158 b,K2-158,2,0,10.06049000,0.088700,2.640,0.236,7.46000,0.02350,M-R relationship,2.230000,,5503.00
K2-158 c,K2-158,2,0,5.90279000,0.062200,1.280,0.114,2.18000,0.00687,M-R relationship,5.710000,,5503.00
K2-159 b,K2-159,1,0,12.42205000,0.101300,2.260,0.202,5.73000,0.01800,M-R relationship,2.730000,,5425.00
K2-16 b,K2-16,3,0,7.61880000,0.066700,2.020,0.180,4.74000,0.01490,M-R relationship,3.160000,K3 V,4742.00
K2-16 c,K2-16,3,0,19.07863000,0.122900,2.540,0.227,6.99000,0.02200,M-R relationship,2.340000,K3 V,4742.00
K2-162 b,K2-162,1,0,9.45889000,0.079500,1.440,0.128,2.67000,0.00839,M-R relationship,4.910000,,4842.00
K2-166 b,K2-166,2,0,8.52695000,0.085800,2.190,0.195,5.43000,0.01710,M-R relationship,2.840000,,5960.00
K2-167 b,K2-167,1,0,9.97748000,0.091000,2.300,0.205,6.50000,0.02045,Mass,2.870000,F7 V,6011.00
K2-17 b,K2-17,1,0,17.96753000,0.119000,2.230,0.199,5.60000,0.01760,M-R relationship,2.770000,K7,4320.00
K2-174 b,K2-174,1,0,19.56230700,0.126000,2.600,0.232,7.27000,0.02290,M-R relationship,2.270000,,4455.00
K2-18 b,K2-18,2,0,32.93962300,0.142900,2.370,0.211,8.92000,0.02807,Mass,4.110000,M2.5 V,3457.00
K2-180 b,K2-180,1,0,8.86565110,0.073400,2.520,0.225,11.44182,0.03600,Mass,5.600000,K2 V,5306.00
K2-181 b,K2-181,1,0,6.89425600,0.070600,2.840,0.253,8.45000,0.02660,M-R relationship,2.030000,,5608.00
K2-182 b,K2-182,1,0,4.73696830,0.052600,2.690,0.240,20.00000,0.06293,Mass,5.600000,,5170.00
K2-183 c,K2-183,3,0,10.78799200,0.093200,2.300,0.205,5.90000,0.01860,M-R relationship,2.660000,,5482.00
K2-183 d,K2-183,3,0,22.62034400,0.152700,2.300,0.205,5.90000,0.01860,M-R relationship,2.660000,,5482.00
K2-184 b,K2-184,1,0,16.97801020,0.168500,1.470,0.131,2.76000,0.00869,M-R relationship,4.770000,,5245.00
K2-187 b,K2-187,4,0,0.77401000,0.016400,1.200,0.107,1.87000,0.00588,M-R relationship,5.950000,,5438.00
K2-187 c,K2-187,4,0,2.87151200,0.039200,1.400,0.125,2.54000,0.00800,M-R relationship,5.090000,,5438.00
K2-187 d,K2-187,4,0,7.14958400,0.072000,2.400,0.214,6.35000,0.02000,M-R relationship,2.520000,,5438.00
K2-187 e,K2-187,4,0,13.60662900,0.110600,1.900,0.170,4.27000,0.01340,M-R relationship,3.420000,,5438.00
K2-188 b,K2-188,2,0,1.74216900,0.028900,1.350,0.120,2.39000,0.00752,M-R relationship,5.340000,,5977.00
K2-188 c,K2-188,2,0,7.81025300,0.078500,2.830,0.252,8.40000,0.02640,M-R relationship,2.040000,,5977.00
K2-189 b,K2-189,2,0,2.58830900,0.036100,1.520,0.136,2.92000,0.00920,M-R relationship,4.570000,,5519.00
K2-189 c,K2-189,2,0,6.67919500,0.068000,2.500,0.223,6.80000,0.02140,M-R relationship,2.390000,,5519.00
K2-19 b,K2-19,3,0,7.92220000,0.074000,7.000,0.624,32.40000,0.10194,Mass,0.334000,G9 V,5322.00
K2-19 c,K2-19,3,0,11.89930000,0.097100,4.100,0.366,10.80000,0.03398,Mass,0.940000,G9 V,5322.00
K2-19 d,K2-19,3,0,2.50810000,0.034400,1.110,0.099,10.00000,0.03146,Mass,51.400000,G9 V,5322.00
K2-192 b,K2-192,1,0,4.16281700,0.049000,1.520,0.136,2.92000,0.00920,M-R relationship,4.570000,,5222.00
K2-193 b,K2-193,1,0,14.78688900,0.118400,3.950,0.352,14.80000,0.04650,M-R relationship,1.320000,,5817.00
K2-195 b,K2-195,2,0,15.85297500,0.120800,3.130,0.279,9.96000,0.03130,M-R relationship,1.780000,,5713.00
K2-197 b,K2-197,1,0,8.35788100,0.080600,2.560,0.228,7.08000,0.02230,M-R relationship,2.320000,,5667.00
K2-199 b,K2-199,2,0,3.22539930,0.038200,1.730,0.154,6.90000,0.02171,Mass,7.200000,,4491.00
